"Product Name",Category,"Parts No","Rack No","Column No","Row No","Available unit","Unit type","Brand Name"
"Product 1162","Loom F SN-4",P1162,R9,C1,RW4,50.00,KG,
"Product 651","Loom F SN-6 m",P0651,R2,C1,RW2,34.00,pkt,
"Product 907","Ball & Bearing",P0907,R9,C1,RW5,85.00,Coel,
"Product 1163","Loom F SN-6 m",P1163,R7,C1,RW2,98.00,Coel,
"Product 652","Sewing & printing",P0652,R8,C1,RW3,70.00,Coel,
"Product 908","Loom F SN-6 m",P0908,R6,C5,RW4,36.00,pkt,
"Product 1164","Ball & Bearing",P1164,R8,C4,RW3,16.00,pcs,
"Product 653",Stationery,P0653,R3,C4,RW1,41.00,Feet,
"Product 909",Stationery,P0909,R10,C4,RW2,20.00,pcs,
"Product 1165","Sewing & printing",P1165,R7,C5,RW2,56.00,pkt,
"Product 654","Ball & Bearing",P0654,R4,C3,RW4,98.00,Feet,
"Product 910","Loom F SN-4",P0910,R4,C4,RW2,18.00,KG,
"Product 1166",Stationery,P1166,R7,C2,RW4,37.00,Feet,
"Product 655","Sewing & printing",P0655,R6,C3,RW3,49.00,pkt,
"Product 911","Ball & Bearing",P0911,R2,C5,RW2,29.00,Coel,
"Product 1167","Loom F SN-6 m",P1167,R5,C1,RW2,57.00,pkt,
"Product 656","Loom F SN-4",P0656,R5,C2,RW2,88.00,Coel,
"Product 912","Loom F SN-6 m",P0912,R9,C3,RW1,72.00,KG,
"Product 1168","Ball & Bearing",P1168,R3,C5,RW4,22.00,Feet,
"Product 657","Sewing & printing",P0657,R2,C1,RW5,83.00,KG,
"Product 913","Loom F SN-4",P0913,R3,C2,RW5,28.00,Coel,
"Product 1169","Ball & Bearing",P1169,R4,C3,RW1,68.00,pcs,
"Product 658","Ball & Bearing",P0658,R4,C1,RW4,15.00,Feet,
"Product 914","Sewing & printing",P0914,R2,C3,RW1,41.00,Coel,
"Product 1170","Ball & Bearing",P1170,R8,C4,RW2,73.00,KG,
"Product 659",Stationery,P0659,R9,C3,RW3,54.00,pcs,
"Product 915","Sewing & printing",P0915,R5,C5,RW1,23.00,Coel,
"Product 1171","Ball & Bearing",P1171,R6,C4,RW1,34.00,pkt,
"Product 660","Loom F SN-4",P0660,R7,C5,RW4,93.00,Coel,
"Product 916","Loom F SN-4",P0916,R6,C3,RW5,75.00,Coel,
"Product 1172","Sewing & printing",P1172,R4,C3,RW3,81.00,pkt,
"Product 661","Loom F SN-6 m",P0661,R4,C2,RW3,98.00,pkt,
"Product 917","Loom F SN-6 m",P0917,R2,C1,RW3,84.00,KG,
"Product 1173",Stationery,P1173,R8,C5,RW1,98.00,pkt,
"Product 662","Loom F SN-6 m",P0662,R5,C3,RW2,53.00,pcs,
"Product 918",Stationery,P0918,R3,C1,RW4,72.00,pcs,
"Product 1174","Loom F SN-6 m",P1174,R2,C4,RW1,35.00,pkt,
"Product 663","Sewing & printing",P0663,R10,C4,RW4,84.00,Coel,
"Product 919","Loom F SN-4",P0919,R4,C4,RW4,48.00,KG,
"Product 1175","Sewing & printing",P1175,R6,C5,RW5,50.00,pcs,
"Product 664","Loom F SN-4",P0664,R3,C5,RW2,53.00,Feet,
"Product 920","Loom F SN-4",P0920,R7,C5,RW5,81.00,Coel,
"Product 1176","Loom F SN-4",P1176,R7,C5,RW2,86.00,KG,
"Product 665","Loom F SN-6 m",P0665,R3,C4,RW2,57.00,KG,
"Product 921",Stationery,P0921,R10,C5,RW4,21.00,Coel,
"Product 1177","Ball & Bearing",P1177,R5,C3,RW5,50.00,pkt,
"Product 666","Loom F SN-4",P0666,R7,C3,RW3,66.00,Coel,
"Product 922","Loom F SN-4",P0922,R4,C3,RW2,84.00,Coel,
"Product 1178","Sewing & printing",P1178,R5,C2,RW5,98.00,KG,
"Product 667","Ball & Bearing",P0667,R5,C1,RW2,61.00,pkt,
"Product 923","Ball & Bearing",P0923,R1,C2,RW3,27.00,pkt,
"Product 1179","Sewing & printing",P1179,R3,C4,RW2,87.00,pcs,
"Product 668",Stationery,P0668,R9,C5,RW1,77.00,KG,
"Product 924","Loom F SN-6 m",P0924,R3,C2,RW5,51.00,KG,
"Product 1180","Ball & Bearing",P1180,R3,C3,RW2,18.00,Coel,
"Product 669","Sewing & printing",P0669,R7,C2,RW3,33.00,Feet,
"Product 925","Ball & Bearing",P0925,R10,C1,RW1,10.00,Feet,
"Product 1181","Loom F SN-4",P1181,R6,C3,RW2,25.00,Coel,
"Product 670","Loom F SN-4",P0670,R7,C1,RW4,75.00,pcs,
"Product 926","Loom F SN-6 m",P0926,R4,C1,RW1,77.00,KG,
"Product 1182","Ball & Bearing",P1182,R10,C5,RW2,44.00,Feet,
"Product 671",Stationery,P0671,R8,C1,RW2,91.00,pcs,
"Product 927","Sewing & printing",P0927,R9,C5,RW3,81.00,pkt,
"Product 1183","Sewing & printing",P1183,R10,C4,RW3,71.00,Feet,
"Product 672","Loom F SN-4",P0672,R9,C4,RW2,47.00,pcs,
"Product 928",Stationery,P0928,R8,C4,RW1,68.00,pcs,
"Product 1184","Sewing & printing",P1184,R8,C3,RW4,95.00,Feet,
"Product 673","Sewing & printing",P0673,R1,C3,RW1,91.00,pcs,
"Product 929","Loom F SN-6 m",P0929,R1,C3,RW2,49.00,Coel,
"Product 1185","Loom F SN-4",P1185,R2,C4,RW5,30.00,pkt,
"Product 674","Loom F SN-6 m",P0674,R7,C4,RW5,31.00,Coel,
"Product 930","Ball & Bearing",P0930,R3,C5,RW3,87.00,KG,
"Product 1186",Stationery,P1186,R1,C1,RW5,24.00,pkt,
"Product 675","Ball & Bearing",P0675,R9,C4,RW4,71.00,pcs,
"Product 931","Sewing & printing",P0931,R3,C5,RW1,91.00,Feet,
"Product 1187",Stationery,P1187,R8,C1,RW2,69.00,Coel,
"Product 676","Loom F SN-6 m",P0676,R1,C4,RW5,30.00,pkt,
"Product 932","Loom F SN-4",P0932,R7,C3,RW3,76.00,KG,
"Product 1188",Stationery,P1188,R9,C2,RW2,18.00,pcs,
"Product 677","Ball & Bearing",P0677,R5,C2,RW1,17.00,pkt,
"Product 933","Sewing & printing",P0933,R9,C1,RW4,62.00,Coel,
"Product 1189","Loom F SN-4",P1189,R2,C4,RW4,85.00,pkt,
"Product 678","Loom F SN-4",P0678,R4,C5,RW1,20.00,pkt,
"Product 934","Loom F SN-6 m",P0934,R3,C3,RW2,17.00,KG,
"Product 1190","Sewing & printing",P1190,R3,C3,RW5,34.00,pkt,
"Product 679","Ball & Bearing",P0679,R3,C3,RW2,10.00,Feet,
"Product 935","Loom F SN-6 m",P0935,R3,C1,RW4,94.00,Feet,
"Product 1191","Loom F SN-6 m",P1191,R8,C2,RW1,58.00,pcs,
"Product 680","Loom F SN-4",P0680,R4,C2,RW3,33.00,pkt,
"Product 936",Stationery,P0936,R1,C4,RW4,52.00,pcs,
"Product 1192",Stationery,P1192,R2,C2,RW3,95.00,pkt,
"Product 681",Stationery,P0681,R4,C1,RW4,11.00,pcs,
"Product 937","Loom F SN-6 m",P0937,R5,C4,RW4,45.00,pkt,
"Product 1193","Ball & Bearing",P1193,R8,C2,RW4,10.00,Coel,
"Product 682","Loom F SN-6 m",P0682,R9,C4,RW3,57.00,KG,
"Product 938","Ball & Bearing",P0938,R2,C1,RW5,45.00,KG,
"Product 1194","Sewing & printing",P1194,R5,C1,RW1,48.00,Feet,
"Product 683","Loom F SN-6 m",P0683,R4,C3,RW5,38.00,Coel,
"Product 939","Sewing & printing",P0939,R6,C2,RW2,77.00,Coel,
"Product 1195",Stationery,P1195,R4,C1,RW2,54.00,pkt,
"Product 684","Loom F SN-6 m",P0684,R4,C1,RW1,44.00,KG,
"Product 940","Sewing & printing",P0940,R10,C4,RW2,46.00,pkt,
"Product 1196",Stationery,P1196,R6,C4,RW3,73.00,pcs,
"Product 685","Sewing & printing",P0685,R9,C2,RW2,87.00,pcs,
"Product 941","Loom F SN-6 m",P0941,R3,C4,RW2,56.00,pcs,
"Product 1197","Ball & Bearing",P1197,R10,C4,RW1,52.00,pkt,
"Product 686","Loom F SN-4",P0686,R9,C4,RW4,54.00,pkt,
"Product 942","Ball & Bearing",P0942,R1,C1,RW4,18.00,Coel,
"Product 1198","Loom F SN-6 m",P1198,R2,C4,RW1,95.00,pkt,
"Product 687","Loom F SN-4",P0687,R3,C3,RW3,11.00,Feet,
"Product 943",Stationery,P0943,R4,C1,RW3,55.00,pcs,
"Product 1199",Stationery,P1199,R1,C2,RW1,10.00,pkt,
"Product 688",Stationery,P0688,R2,C1,RW5,80.00,Coel,
"Product 944","Sewing & printing",P0944,R10,C5,RW4,97.00,Coel,
"Product 1200","Loom F SN-4",P1200,R6,C4,RW1,30.00,Coel,
"Product 689","Sewing & printing",P0689,R2,C1,RW2,13.00,pcs,
"Product 945","Sewing & printing",P0945,R10,C4,RW1,17.00,Coel,
"Product 1201","Sewing & printing",P1201,R7,C5,RW3,99.00,pcs,
"Product 690","Sewing & printing",P0690,R5,C3,RW2,16.00,pkt,
"Product 946","Loom F SN-4",P0946,R9,C3,RW5,13.00,KG,
"Product 1202",Stationery,P1202,R1,C1,RW1,21.00,Coel,
"Product 691",Stationery,P0691,R6,C4,RW3,76.00,pkt,
"Product 947","Loom F SN-6 m",P0947,R6,C5,RW1,49.00,pcs,
"Product 1203","Ball & Bearing",P1203,R9,C2,RW4,14.00,pkt,
"Product 692","Ball & Bearing",P0692,R9,C4,RW1,96.00,Coel,
"Product 948","Ball & Bearing",P0948,R9,C1,RW5,33.00,KG,
"Product 1204",Stationery,P1204,R8,C4,RW4,23.00,Coel,
"Product 693","Sewing & printing",P0693,R3,C5,RW1,84.00,Coel,
"Product 949",Stationery,P0949,R5,C3,RW4,63.00,Coel,
"Product 1205","Ball & Bearing",P1205,R10,C5,RW3,90.00,KG,
"Product 694","Loom F SN-6 m",P0694,R6,C1,RW5,97.00,KG,
"Product 950","Sewing & printing",P0950,R6,C5,RW3,18.00,Feet,
"Product 1206","Loom F SN-4",P1206,R6,C5,RW3,81.00,Feet,
"Product 695","Ball & Bearing",P0695,R10,C3,RW5,65.00,pcs,
"Product 951","Sewing & printing",P0951,R2,C1,RW3,66.00,pkt,
"Product 1207",Stationery,P1207,R1,C1,RW2,42.00,pcs,
"Product 696","Ball & Bearing",P0696,R2,C1,RW4,95.00,Coel,
"Product 952","Loom F SN-6 m",P0952,R3,C3,RW5,80.00,pcs,
"Product 1208","Ball & Bearing",P1208,R8,C1,RW5,34.00,pcs,
"Product 697",Stationery,P0697,R10,C3,RW5,45.00,Coel,
"Product 953","Sewing & printing",P0953,R3,C5,RW2,59.00,Feet,
"Product 1209","Loom F SN-4",P1209,R7,C2,RW1,20.00,pkt,
"Product 698","Loom F SN-6 m",P0698,R1,C4,RW1,76.00,pcs,
"Product 954","Loom F SN-6 m",P0954,R2,C2,RW4,39.00,pkt,
"Product 1210","Sewing & printing",P1210,R2,C4,RW2,60.00,Feet,
"Product 699","Sewing & printing",P0699,R10,C1,RW2,24.00,KG,
"Product 955","Loom F SN-6 m",P0955,R1,C3,RW5,52.00,pcs,
"Product 1211","Sewing & printing",P1211,R9,C3,RW3,100.00,pcs,
"Product 700",Stationery,P0700,R8,C3,RW3,60.00,pkt,
"Product 956","Ball & Bearing",P0956,R3,C3,RW1,77.00,pkt,
"Product 1212","Loom F SN-4",P1212,R4,C5,RW5,73.00,KG,
"Product 701","Sewing & printing",P0701,R1,C4,RW5,16.00,Feet,
"Product 957",Stationery,P0957,R2,C5,RW5,70.00,pkt,
"Product 1213","Loom F SN-6 m",P1213,R1,C3,RW4,87.00,Coel,
"Product 702",Stationery,P0702,R8,C5,RW1,84.00,pcs,
"Product 958","Loom F SN-6 m",P0958,R10,C2,RW5,24.00,pkt,
"Product 1214",Stationery,P1214,R5,C2,RW2,17.00,pkt,
"Product 703","Loom F SN-4",P0703,R7,C3,RW4,51.00,Coel,
"Product 959","Loom F SN-4",P0959,R9,C5,RW3,91.00,Feet,
"Product 1215","Sewing & printing",P1215,R2,C4,RW4,96.00,Feet,
"Product 704",Stationery,P0704,R7,C4,RW3,17.00,KG,
"Product 960","Loom F SN-4",P0960,R10,C4,RW2,52.00,KG,
"Product 1216","Ball & Bearing",P1216,R3,C3,RW1,42.00,KG,
"Product 705","Ball & Bearing",P0705,R9,C2,RW2,92.00,pkt,
"Product 961","Sewing & printing",P0961,R4,C3,RW1,10.00,KG,
"Product 1217","Ball & Bearing",P1217,R4,C5,RW4,24.00,Feet,
"Product 706","Loom F SN-6 m",P0706,R4,C5,RW5,30.00,Coel,
"Product 962","Loom F SN-6 m",P0962,R3,C2,RW4,88.00,pkt,
"Product 1218","Sewing & printing",P1218,R4,C2,RW2,80.00,Feet,
"Product 707",Stationery,P0707,R7,C4,RW4,63.00,Feet,
"Product 963","Sewing & printing",P0963,R10,C5,RW2,88.00,Coel,
"Product 1219","Loom F SN-6 m",P1219,R3,C3,RW5,97.00,pcs,
"Product 708","Loom F SN-4",P0708,R7,C1,RW4,32.00,pcs,
"Product 964",Stationery,P0964,R1,C3,RW3,81.00,Feet,
"Product 1220","Loom F SN-6 m",P1220,R5,C4,RW5,13.00,KG,
"Product 709",Stationery,P0709,R6,C5,RW5,80.00,KG,
"Product 965",Stationery,P0965,R3,C4,RW5,69.00,Feet,
"Product 1221","Loom F SN-4",P1221,R3,C3,RW1,92.00,pkt,
"Product 710","Sewing & printing",P0710,R3,C2,RW5,89.00,Coel,
"Product 966",Stationery,P0966,R2,C2,RW5,56.00,KG,
"Product 1222",Stationery,P1222,R1,C4,RW1,30.00,KG,
"Product 711","Loom F SN-6 m",P0711,R9,C4,RW5,24.00,Feet,
"Product 967","Ball & Bearing",P0967,R10,C1,RW3,16.00,pkt,
"Product 1223","Loom F SN-4",P1223,R5,C4,RW5,97.00,pkt,
"Product 712","Loom F SN-6 m",P0712,R5,C2,RW4,16.00,Feet,
"Product 968","Ball & Bearing",P0968,R4,C3,RW2,29.00,Coel,
"Product 1224",Stationery,P1224,R10,C1,RW4,21.00,Feet,
"Product 713","Sewing & printing",P0713,R6,C4,RW5,62.00,Feet,
"Product 969","Ball & Bearing",P0969,R4,C3,RW1,34.00,KG,
"Product 1225","Loom F SN-4",P1225,R10,C1,RW1,28.00,Feet,
"Product 714","Loom F SN-6 m",P0714,R10,C1,RW3,57.00,Feet,
"Product 970","Ball & Bearing",P0970,R5,C5,RW4,38.00,Feet,
"Product 1226","Loom F SN-6 m",P1226,R1,C5,RW1,12.00,Coel,
"Product 715","Sewing & printing",P0715,R4,C5,RW2,26.00,pkt,
"Product 971","Loom F SN-6 m",P0971,R7,C4,RW3,98.00,Coel,
"Product 1227","Ball & Bearing",P1227,R7,C5,RW3,46.00,Feet,
"Product 716","Ball & Bearing",P0716,R6,C3,RW2,76.00,Coel,
"Product 972","Sewing & printing",P0972,R4,C3,RW2,20.00,KG,
"Product 1228","Ball & Bearing",P1228,R9,C5,RW2,62.00,KG,
"Product 717","Sewing & printing",P0717,R8,C2,RW2,10.00,pkt,
"Product 973","Ball & Bearing",P0973,R1,C4,RW2,74.00,KG,
"Product 1229",Stationery,P1229,R3,C5,RW3,31.00,KG,
"Product 718","Loom F SN-6 m",P0718,R7,C3,RW3,21.00,pcs,
"Product 974","Loom F SN-4",P0974,R1,C2,RW3,35.00,pkt,
"Product 1230","Loom F SN-6 m",P1230,R8,C3,RW3,52.00,KG,
"Product 719",Stationery,P0719,R6,C5,RW2,14.00,Feet,
"Product 975",Stationery,P0975,R6,C3,RW5,44.00,KG,
"Product 1231",Stationery,P1231,R6,C4,RW5,24.00,pcs,
"Product 720","Loom F SN-4",P0720,R10,C1,RW3,48.00,Feet,
"Product 976","Ball & Bearing",P0976,R1,C4,RW1,56.00,pkt,
"Product 1232",Stationery,P1232,R2,C1,RW4,90.00,KG,
"Product 721","Loom F SN-4",P0721,R10,C4,RW3,100.00,KG,
"Product 977","Loom F SN-6 m",P0977,R10,C2,RW3,35.00,pkt,
"Product 1233",Stationery,P1233,R9,C3,RW1,82.00,pkt,
"Product 722",Stationery,P0722,R1,C4,RW5,13.00,KG,
"Product 978","Loom F SN-4",P0978,R7,C1,RW1,11.00,pkt,
"Product 1234","Loom F SN-4",P1234,R3,C4,RW1,98.00,pcs,
"Product 723","Loom F SN-6 m",P0723,R6,C4,RW5,100.00,pcs,
"Product 979",Stationery,P0979,R2,C4,RW4,65.00,pkt,
"Product 1235","Loom F SN-4",P1235,R2,C4,RW2,80.00,pkt,
"Product 724","Loom F SN-6 m",P0724,R5,C3,RW1,17.00,pcs,
"Product 980","Loom F SN-4",P0980,R1,C3,RW1,22.00,Feet,
"Product 1236","Loom F SN-6 m",P1236,R3,C3,RW4,67.00,KG,
"Product 725","Sewing & printing",P0725,R8,C4,RW1,86.00,Feet,
"Product 981","Sewing & printing",P0981,R8,C3,RW1,73.00,Coel,
"Product 1237","Loom F SN-4",P1237,R7,C4,RW4,34.00,KG,
"Product 726","Sewing & printing",P0726,R4,C1,RW4,57.00,pkt,
"Product 982",Stationery,P0982,R4,C1,RW1,92.00,pkt,
"Product 1238","Loom F SN-4",P1238,R5,C5,RW3,33.00,pcs,
"Product 727","Sewing & printing",P0727,R4,C4,RW2,10.00,pcs,
"Product 983","Loom F SN-4",P0983,R7,C3,RW2,10.00,Coel,
"Product 1239","Ball & Bearing",P1239,R4,C2,RW3,31.00,pcs,
"Product 728","Sewing & printing",P0728,R6,C5,RW1,77.00,Coel,
"Product 984","Loom F SN-4",P0984,R5,C1,RW5,63.00,Feet,
"Product 1240","Sewing & printing",P1240,R8,C1,RW3,69.00,KG,
"Product 729","Loom F SN-6 m",P0729,R9,C5,RW4,82.00,pcs,
"Product 985","Ball & Bearing",P0985,R1,C5,RW2,26.00,pkt,
"Product 1241",Stationery,P1241,R3,C1,RW2,99.00,pcs,
"Product 730","Loom F SN-6 m",P0730,R2,C5,RW4,27.00,Feet,
"Product 986","Loom F SN-4",P0986,R2,C4,RW1,89.00,KG,
"Product 1242","Ball & Bearing",P1242,R6,C3,RW5,16.00,Coel,
"Product 731","Ball & Bearing",P0731,R5,C2,RW3,43.00,Coel,
"Product 987","Sewing & printing",P0987,R3,C2,RW3,65.00,pkt,
"Product 1243","Loom F SN-6 m",P1243,R1,C1,RW3,27.00,KG,
"Product 732","Ball & Bearing",P0732,R8,C5,RW2,42.00,Feet,
"Product 988","Loom F SN-6 m",P0988,R7,C5,RW4,11.00,Coel,
"Product 1244","Ball & Bearing",P1244,R7,C1,RW1,47.00,Coel,
"Product 733",Stationery,P0733,R3,C5,RW5,18.00,Coel,
"Product 989","Sewing & printing",P0989,R6,C2,RW1,67.00,Coel,
"Product 1245","Loom F SN-4",P1245,R4,C4,RW5,30.00,pkt,
"Product 734",Stationery,P0734,R1,C3,RW2,83.00,Feet,
"Product 990","Ball & Bearing",P0990,R10,C5,RW5,31.00,Coel,
"Product 1246","Loom F SN-6 m",P1246,R6,C3,RW3,86.00,Feet,
"Product 735","Sewing & printing",P0735,R5,C1,RW4,44.00,KG,
"Product 991","Sewing & printing",P0991,R9,C3,RW3,43.00,Feet,
"Product 1247","Ball & Bearing",P1247,R9,C3,RW3,14.00,KG,
"Product 736","Loom F SN-6 m",P0736,R8,C3,RW4,30.00,Coel,
"Product 992","Loom F SN-6 m",P0992,R2,C5,RW1,40.00,Coel,
"Product 1248","Sewing & printing",P1248,R7,C3,RW5,11.00,Feet,
"Product 737",Stationery,P0737,R6,C5,RW2,62.00,Feet,
"Product 993","Loom F SN-6 m",P0993,R2,C2,RW4,53.00,Coel,
"Product 1249","Ball & Bearing",P1249,R5,C2,RW4,10.00,Feet,
"Product 738","Ball & Bearing",P0738,R5,C4,RW1,32.00,pkt,
"Product 994","Sewing & printing",P0994,R4,C2,RW1,13.00,Coel,
"Product 1250","Loom F SN-4",P1250,R9,C4,RW2,69.00,KG,
"Product 739","Loom F SN-6 m",P0739,R3,C1,RW2,49.00,KG,
"Product 995","Loom F SN-6 m",P0995,R2,C3,RW2,85.00,KG,
"Product 1251","Ball & Bearing",P1251,R6,C5,RW2,20.00,pcs,
"Product 740","Ball & Bearing",P0740,R3,C3,RW3,41.00,pkt,
"Product 996","Ball & Bearing",P0996,R3,C1,RW3,80.00,pcs,
"Product 1252","Sewing & printing",P1252,R1,C5,RW5,19.00,pkt,
"Product 741","Loom F SN-6 m",P0741,R1,C2,RW3,87.00,Coel,
"Product 997","Ball & Bearing",P0997,R1,C5,RW5,16.00,KG,
"Product 1253","Ball & Bearing",P1253,R4,C4,RW4,31.00,KG,
"Product 742","Loom F SN-4",P0742,R1,C5,RW4,52.00,Feet,
"Product 998",Stationery,P0998,R4,C1,RW5,79.00,Coel,
"Product 1254","Loom F SN-6 m",P1254,R3,C2,RW2,70.00,Feet,
"Product 743","Sewing & printing",P0743,R7,C5,RW1,15.00,Feet,
"Product 999",Stationery,P0999,R2,C1,RW2,64.00,pkt,
"Product 1255",Stationery,P1255,R6,C1,RW1,48.00,KG,
"Product 744","Ball & Bearing",P0744,R7,C5,RW3,54.00,Feet,
"Product 1000",Stationery,P1000,R10,C1,RW1,90.00,Coel,
"Product 1256","Loom F SN-6 m",P1256,R6,C2,RW1,61.00,pcs,
"Product 745","Loom F SN-4",P0745,R6,C4,RW2,65.00,KG,
"Product 1001","Loom F SN-4",P1001,R2,C3,RW5,84.00,pcs,
"Product 1257",Stationery,P1257,R4,C4,RW1,66.00,Feet,
"Product 746",Stationery,P0746,R2,C2,RW1,45.00,Coel,
"Product 1002","Sewing & printing",P1002,R1,C1,RW2,87.00,Coel,
"Product 1258","Ball & Bearing",P1258,R4,C5,RW3,41.00,pcs,
"Product 747","Ball & Bearing",P0747,R5,C5,RW4,97.00,Coel,
"Product 1003","Loom F SN-4",P1003,R6,C5,RW4,87.00,pcs,
"Product 1259",Stationery,P1259,R5,C2,RW4,17.00,Feet,
"Product 748","Ball & Bearing",P0748,R10,C5,RW1,19.00,Feet,
"Product 1004","Loom F SN-4",P1004,R7,C5,RW1,82.00,Feet,
"Product 1260",Stationery,P1260,R10,C1,RW3,42.00,Coel,
"Product 749",Stationery,P0749,R7,C1,RW5,70.00,KG,
"Product 1005","Loom F SN-4",P1005,R8,C5,RW3,42.00,pkt,
"Product 1261","Loom F SN-6 m",P1261,R5,C1,RW5,40.00,Feet,
"Product 750","Loom F SN-6 m",P0750,R2,C4,RW2,79.00,KG,
"Product 1006","Loom F SN-4",P1006,R9,C4,RW1,16.00,Coel,
"Product 1262","Ball & Bearing",P1262,R4,C5,RW2,90.00,pcs,
"Product 751","Loom F SN-4",P0751,R10,C3,RW4,22.00,KG,
"Product 1007","Ball & Bearing",P1007,R10,C1,RW2,97.00,Feet,
"Product 1263","Ball & Bearing",P1263,R1,C4,RW3,44.00,Coel,
"Product 752",Stationery,P0752,R6,C3,RW4,37.00,Coel,
"Product 1008",Stationery,P1008,R1,C1,RW2,86.00,pkt,
"Product 1264","Loom F SN-6 m",P1264,R7,C5,RW1,89.00,Coel,
"Product 753","Loom F SN-6 m",P0753,R6,C4,RW4,66.00,Feet,
"Product 1009","Ball & Bearing",P1009,R6,C1,RW4,34.00,pcs,
"Product 1265","Loom F SN-6 m",P1265,R3,C2,RW1,73.00,pkt,
"Product 754","Ball & Bearing",P0754,R6,C3,RW5,41.00,pcs,
"Product 1010","Loom F SN-4",P1010,R4,C3,RW2,15.00,Feet,
"Product 1266","Ball & Bearing",P1266,R6,C5,RW3,37.00,KG,
"Product 755","Loom F SN-4",P0755,R1,C4,RW3,61.00,pcs,
"Product 1011","Sewing & printing",P1011,R6,C2,RW3,50.00,pcs,
"Product 1267","Loom F SN-6 m",P1267,R5,C1,RW1,74.00,pkt,
"Product 756","Loom F SN-6 m",P0756,R6,C3,RW5,61.00,pkt,
"Product 1012","Sewing & printing",P1012,R7,C3,RW2,96.00,pkt,
"Product 1268","Sewing & printing",P1268,R6,C2,RW5,32.00,KG,
"Product 757","Sewing & printing",P0757,R2,C3,RW3,87.00,pcs,
"Product 1013","Loom F SN-4",P1013,R4,C3,RW4,48.00,Coel,
"Product 1269","Loom F SN-4",P1269,R4,C3,RW4,65.00,Coel,
"Product 758","Sewing & printing",P0758,R5,C4,RW2,33.00,KG,
"Product 1014","Ball & Bearing",P1014,R6,C5,RW4,96.00,Coel,
"Product 1270",Stationery,P1270,R2,C5,RW2,31.00,Coel,
"Product 759","Loom F SN-6 m",P0759,R6,C4,RW3,96.00,pcs,
"Product 1015",Stationery,P1015,R7,C5,RW3,41.00,pkt,
"Product 1271",Stationery,P1271,R7,C3,RW2,38.00,Feet,
"Product 760","Loom F SN-4",P0760,R5,C3,RW3,50.00,pcs,
"Product 1016","Loom F SN-4",P1016,R4,C3,RW4,29.00,Feet,
"Product 1272","Ball & Bearing",P1272,R3,C5,RW5,31.00,Coel,
"Product 761","Sewing & printing",P0761,R6,C3,RW1,50.00,Feet,
"Product 1017","Ball & Bearing",P1017,R10,C5,RW1,85.00,Coel,
"Product 1273",Stationery,P1273,R8,C4,RW1,15.00,pkt,
"Product 762","Loom F SN-4",P0762,R5,C2,RW4,28.00,KG,
"Product 1018","Ball & Bearing",P1018,R2,C3,RW5,13.00,KG,
"Product 1274","Ball & Bearing",P1274,R6,C2,RW1,98.00,Feet,
"Product 763",Stationery,P0763,R4,C3,RW5,64.00,Coel,
"Product 1019","Loom F SN-6 m",P1019,R7,C5,RW1,50.00,Feet,
"Product 764",Stationery,P0764,R8,C1,RW4,57.00,pcs,
"Product 1020",Stationery,P1020,R3,C1,RW3,56.00,pkt,
"Product 765","Sewing & printing",P0765,R4,C1,RW3,99.00,pkt,
"Product 1021","Loom F SN-6 m",P1021,R6,C4,RW2,72.00,Coel,
"Product 766","Loom F SN-6 m",P0766,R4,C3,RW5,99.00,KG,
"Product 1022","Sewing & printing",P1022,R3,C4,RW3,80.00,pcs,
"Product 767","Ball & Bearing",P0767,R5,C2,RW1,100.00,KG,
"Product 1023","Loom F SN-4",P1023,R8,C3,RW4,79.00,KG,
"Product 256","Loom F SN-6 m",P0256,R5,C5,RW4,82.00,KG,
"Product 512","Sewing & printing",P0512,R3,C5,RW4,67.00,KG,
"Product 1","Sewing & printing",P0001,R8,C5,RW1,32.00,Feet,
"Product 257","Loom F SN-6 m",P0257,R5,C5,RW1,69.00,pkt,
"Product 513","Sewing & printing",P0513,R2,C2,RW5,41.00,pkt,
"Product 2","Ball & Bearing",P0002,R6,C1,RW3,83.00,Coel,
"Product 258",Stationery,P0258,R5,C1,RW3,11.00,Feet,
"Product 514","Sewing & printing",P0514,R7,C3,RW1,78.00,pcs,
"Product 3",Stationery,P0003,R10,C2,RW5,39.00,pkt,
"Product 259","Ball & Bearing",P0259,R9,C5,RW4,76.00,Coel,
"Product 515",Stationery,P0515,R9,C5,RW4,41.00,Feet,
"Product 4","Sewing & printing",P0004,R6,C3,RW4,36.00,Coel,
"Product 260",Stationery,P0260,R10,C1,RW4,20.00,Feet,
"Product 516","Ball & Bearing",P0516,R3,C5,RW3,32.00,pkt,
"Product 5",Stationery,P0005,R6,C4,RW5,91.00,Feet,
"Product 261","Loom F SN-6 m",P0261,R1,C3,RW4,74.00,pkt,
"Product 517","Loom F SN-4",P0517,R4,C1,RW2,42.00,pcs,
"Product 6","Ball & Bearing",P0006,R8,C3,RW1,39.00,KG,
"Product 262","Loom F SN-6 m",P0262,R8,C3,RW2,87.00,Feet,
"Product 518","Sewing & printing",P0518,R4,C2,RW1,56.00,Coel,
"Product 7","Sewing & printing",P0007,R2,C1,RW4,81.00,pkt,
"Product 263","Ball & Bearing",P0263,R4,C3,RW2,83.00,pkt,
"Product 519","Loom F SN-4",P0519,R2,C5,RW3,38.00,KG,
"Product 8","Loom F SN-4",P0008,R9,C1,RW2,87.00,pcs,
